Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Burkina Faso,BFA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,81.12200165,80.63500214,79.96900177,79.41100311,78.85399628,78.25800323,77.71900177,77.10199738,76.38600159,75.64099884,74.88700104,74.19100189,73.51999664,72.36100006,71.18699646,70.67500305,70.29699707,69.37799835,68.06199646,66.9240036,65.84400177,64.63800049,63.43000031,62.36399841,62.2519989,62.50600052,62.75999832,62.59799957,62.40000153
Bangladesh,BGD,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,55.4129982,55.40299988,55.38000107,55.42200089,55.50799942,55.48799896,55.42200089,55.39699936,55.30799866,55.26300049,55.10200119,54.88000107,54.69100189,54.70999908,54.74000168,55.00600052,54.81399918,54.54899979,53.94300079,54.78699875,54.53499985,54.29999924,54.04499817,54.01800156,53.98199844,53.97999954,56.13999939,56.19400024,56.2159996
Bulgaria,BGR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,50.81000137,50.63800049,49.42699814,48.31299973,47.58599854,46.67399979,45.75400162,45.69300079,43.81100082,41.79000092,41.35800171,41.90000153,43.3730011,44.92599869,45.29899979,47.64099884,50.09400177,52.03699875,50.62599945,47.91799927,46.61800003,46.56100082,46.89199829,47.9640007,49.22700119,49.40599823,52.04000092,52.43899918,52.56499863
Bahrain,BHR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.88800049,63.94200134,64.11499786,64.44499969,64.8010025,64.54499817,64.35600281,64.36399841,64.59999847,65.09500122,65.1780014,65.43399811,66.05200195,66.93499756,67.93699646,68.41899872,69.13600159,69.96399689,70.66200256,71.40399933,70.60299683,70.63800049,70.64900208,70.7519989,70.87000275,71.16600037,71.73500061,72.13899994,72.55200195
"Bahamas, The",BHS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.95100021,62.7140007,64.91500092,64.64900208,66.9940033,66.52500153,67.73200226,69.24900055,69.35399628,69.50099945,69.81700134,68.28199768,66.93299866,67.38999939,67.38999939,69.41600037,69.19200134,68.94599915,64.33999634,64.16200256,64.07800293,64.43199921,62.76900101,64.48799896,65.72200012,65.11299896,65.30400085,65.72000122,65.94400024
Bosnia and Herzegovina,BIH,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,42.7519989,42.06999969,41.18099976,40.40800095,39.66600037,39.12799835,38.49300003,37.9640007,37.02899933,36.46699905,35.86000061,35.18999863,34.67300034,34.17100143,33.96900177,33.54499817,34.48500061,37.11299896,36.70600128,35.02700043,34.72000122,34.29399872,34.31800079,34.0320015,33.81600189,34.84799957,37.30899811,37.05599976,36.7879982
Belarus,BLR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.1570015,57.47700119,54.13899994,51.55500031,48.67100143,44.61100006,48.77600098,50.52700043,51.22999954,52.01599884,52.65599823,53.19499969,53.94900131,54.81700134,55.6570015,56.55599976,57.46099854,58.30799866,58.77099991,59.20000076,59.50600052,59.81499863,60.12599945,60.34700012,60.47299957,60.50999832,60.36100006,60.04600143,59.6780014
Belize,BLZ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,53.83599854,53.03300095,52.93399811,52.05500031,51.41500092,50.87200165,51.93199921,51.375,52.72399902,54.625,56.04100037,55.97399902,56.22499847,56.56600189,56.99200058,58.625,59.81499863,60.61899948,59.89500046,59.39500046,59.31100082,58.93500137,60.0340004,59.44400024,59.80799866,61.51200104,60.92499924,60.86399841,60.97700119
Bermuda,BMU,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,66.83300018,66.87000275,66.91400146,67.07900238,67.34700012,67.58300018,67.88600159,68.04499817,67.96900177,68,68.38899994,68.78399658,69.17099762,69.60700226,70.14199829,70.71399689,69.75700378,70.19300079,69.99700165,70.1210022,70.22499847,67.50099945,67.64600372,69.85900116,64.98999786,68.45200348,65.69300079,65.68000031,65.68499756
Brazil,BRA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.61399841,58.83399963,59.39799881,59.67200089,59.7859993,57.97000122,58.01300049,57.39400101,57.4109993,57.81399918,58.19800186,58.98199844,58.59000015,59.79299927,60.05500031,60.30400085,60.22999954,60.86999893,60.29499817,59.78499985,59.24399948,59.72200012,59.74200058,59.68399811,58.69100189,56.42399979,55.87799835,55.92399979,55.98899841
Barbados,BRB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.41600037,52.75,52.13399887,53.60100174,56.47100067,59.29399872,59.31200027,60.68700027,61.73300171,62.39799881,62.0870018,61.80799866,61.38999939,62.95299911,63.20299911,63.26399994,63.95500183,63.20199966,61.60100174,60.73600006,60.26800156,59.00099945,59.59500122,57.30799866,58.2159996,59.86000061,59.68299866,59.26900101,58.8769989
Brunei Darussalam,BRN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.11100006,62.16899872,62.24200058,62.48799896,62.79100037,62.91699982,63.11899948,63.42900085,63.75,64.16000366,63.91400146,63.47700119,63.20600128,63.11899948,63.15200043,62.95700073,62.80400085,62.62400055,62.11500168,61.99399948,61.93199921,61.72100067,61.48799896,61.36800003,60.68199921,59.98400116,59.30400085,59.13700104,58.88299942
Bhutan,BTN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,66.02999878,65.67299652,65.25499725,64.92099762,64.52200317,64.53299713,64.54000092,64.67099762,64.89299774,65.03099823,65.62000275,66.46800232,67.38400269,67.76000214,68.10900116,68.51100159,68.47399902,68.95200348,68.86399841,67.50800323,65.77999878,64.21600342,64.2009964,62.69200134,64.97399902,65.14900208,65.34500122,65.49500275,65.6230011
Botswana,BWA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.40100098,51.17900085,49.55500031,47.99399948,47.9070015,47.74200058,47.65299988,48.15399933,48.5719986,49.59199905,48.59199905,47.59700012,46.62799835,48.54100037,50.30500031,52.22200012,52.86299896,53.20500183,52.95999908,49.50799942,53.07500076,55.95600128,58.23600006,58.42499924,58.80500031,58.93799973,59.30199814,59.32099915,59.35800171
Central African Republic,CAF,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,68.08300018,68.00900269,67.77100372,67.63999939,67.62799835,67.35299683,67.21600342,67.26699829,67.11699677,67.11599731,67.07800293,66.98000336,66.95800018,66.99900055,67.18399811,67.48500061,67.76000214,67.93299866,67.5759964,67.49900055,67.48699951,67.52700043,67.6780014,67.54599762,67.46499634,67.44599915,67.47799683,67.43000031,67.38899994
Canada,CAN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.41899872,58.02999878,57.59600067,58.04899979,58.29600143,58.04399872,58.55599976,59.32500076,60.14199829,60.81299973,60.65299988,61.24300003,61.97999954,62.18799973,62.15999985,62.36500168,62.99900055,63.08499908,61.18099976,61.2179985,61.38700104,61.37599945,61.48799896,61.1590004,61.01499939,60.81399918,61.30699921,61.36999893,61.0530014
Central Europe and the Baltics,CEB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.18586661,55.81607942,54.44094683,53.65714737,53.28322976,52.82174479,52.88386622,52.60246419,51.47108721,50.20084816,49.64313085,47.94571419,47.94268925,47.76926952,48.13071167,49.23282332,50.47853039,51.36952859,50.44413651,50.01800253,49.91134284,50.16396105,50.25287226,51.28434468,51.98926126,52.76328321,54.04593418,54.36601415,54.25669609
Switzerland,CHE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,67.17900085,66.34100342,65.66300201,64.68000031,64.83000183,65.0490036,64.55699921,65.45999908,65.7480011,65.58799744,66.0719986,65.73000336,65.01100159,64.36000061,64.03600311,64.70300293,65.23500061,65.94499969,65.45700073,63.72800064,64.48100281,64.49500275,64.35299683,64.68299866,64.93699646,65.19200134,65.09400177,64.9280014,64.80799866
Channel Islands,CHI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,53.45899963,53.48300171,53.4980011,53.75899887,53.79000092,53.77399826,53.94800186,54.29100037,54.59500122,54.73199844,54.76300049,54.83599854,54.79700089,54.6590004,54.87099838,55.00099945,55.04600143,54.88899994,54.27700043,54.05500031,53.52399826,53.3219986,53.22200012,53.38299942,53.47200012,53.47700119,53.45299911,53.23600006,53.00899887
Chile,CHL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.43199921,53.38199997,53.5719986,52.99100113,54.0019989,52.75400162,53.17900085,53.18999863,50.89199829,50.70600128,50.07600021,49.83599854,50.5870018,51.05099869,52.0870018,52.96900177,53.94499969,54.80799866,53.48400116,55.63899994,57.41799927,57.77500153,58.13700104,58.05199814,58.21300125,57.95299911,58.02700043,57.92100143,57.83499908
China,CHN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,77.15000153,77.08699799,76.79000092,76.54499817,76.32900238,76.06500244,75.75299835,75.46900177,75.05500031,74.66899872,73.58499908,72.50800323,71.40899658,70.73300171,70.07700348,69.58399963,69.19200134,68.57299805,68.09300232,67.77899933,67.59999847,67.3710022,67.17500305,66.95300293,66.67900085,66.42099762,66.16400146,65.68399811,65.1760025
Cote d'Ivoire,CIV,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.72299957,62.52700043,62.88399887,63.39799881,63.89199829,63.71300125,63.71099854,63.63800049,62.99499893,62.45700073,61.87400055,61.17699814,60.68600082,60.12200165,59.62799835,59.14599991,58.7519989,58.23099899,57.18399811,56.51499939,55.67100143,55.19499969,56.43000031,56.26100159,56.07799911,55.8769989,55.92100143,55.87799835,55.86199951
Cameroon,CMR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,76.73500061,76.58499908,76.34300232,76.14800262,75.97200012,75.86299896,75.77700043,75.67099762,75.47499847,75.77899933,75.82499695,76.27100372,76.79699707,77.52300262,78.07499695,78.69100189,79.2009964,77.40599823,75.08499908,72.81500244,72.99900055,73.20600128,73.36799622,73.59200287,73.62999725,73.72000122,73.82499695,73.6989975,73.58200073
"Congo, Dem. Rep.",COD,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,69.37999725,69.60600281,69.51200104,69.35900116,69.35700226,69.7460022,69.83699799,69.84200287,69.40000153,69.46399689,69.48799896,69.46199799,69.46499634,69.52400208,69.55599976,68.52899933,67.46299744,66.30400085,64.92199707,63.67900085,62.36999893,61.15299988,61.16600037,61.29800034,61.25,61.16199875,61.23600006,60.97299957,60.66400146
"Congo, Rep.",COG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,53.85699844,53.7159996,53.67100143,54.77000046,54.00999832,54.00500107,53.78499985,53.7480011,54.15499878,54.24599838,54.42399979,54.18399811,54.44100189,54.66500092,55.06399918,56.25,57.68299866,58.05799866,58.18799973,59.63499832,61.25999832,62.67100143,62.65100098,62.89899826,62.71099854,62.71699905,62.29399872,62.04899979,61.94400024
Colombia,COL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,60.32300186,60.99599838,62.15000153,62.09899902,62.03099823,60.02700043,60.00799942,58.1230011,54.47499847,54.40200043,58.27500153,57.89099884,59.39199829,58.52500153,59.17499924,58.60200119,57.97700119,58.3370018,60.14400101,61.63399887,62.83599854,63.93099976,64.08599854,64.46600342,64.9469986,64.2990036,63.81100082,63.62900162,63.52700043
Comoros,COM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,40.00500107,39.95199966,39.88399887,40.04600143,39.95299911,39.92300034,39.88299942,39.90200043,39.81999969,39.73699951,39.74399948,39.73099899,39.77999878,39.88299942,39.99499893,40.20100021,40.45199966,40.67499924,40.66199875,40.81999969,40.97600174,41.16899872,41.36399841,41.59199905,41.83800125,42.06800079,42.30400085,42.44499969,42.5870018
Cabo Verde,CPV,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,55.60599899,55.87099838,55.96300125,56.24100113,56.31900024,56.43399811,56.48300171,56.34999847,56.22200012,56.1609993,56.25699997,56.31600189,56.33399963,56.74000168,56.98600006,57.54700089,58.53499985,59.06600189,59.02500153,59.36700058,59.5359993,59.48099899,59.48199844,59.88000107,60.08200073,60.17200089,60.42300034,60.61800003,60.7859993
Costa Rica,CRI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,55.10200119,55.09999847,55.76900101,56.09600067,56.35599899,53.93000031,56.26200104,57.9109993,57.17300034,56.42900085,58.04499817,57.4679985,57.38399887,56.45000076,58.39199829,58.58399963,60.13600159,59.62599945,57.21900177,57.1570015,54.01100159,57.51699829,57.70299911,57.18700027,56.20600128,54.08599854,55.12799835,55.16999817,55.13199997
Caribbean small states,CSS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,55.21155081,55.48025307,55.49998441,56.20884327,56.31765951,56.32236339,56.03867527,56.09457575,55.92537455,56.03164219,56.16213199,56.16527393,56.91347899,57.4272686,57.79105409,58.29300259,58.55595337,58.35004219,57.28496669,56.62340639,56.33275505,55.99300291,56.04899163,56.57754122,56.63127399,57.05026268,57.55925139,58.17724701,58.14760459
Cuba,CUB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,46.98799896,47.24399948,47.36299896,47.64300156,47.89099884,48.36199951,48.63100052,49.06200027,48.94900131,49.34500122,50.00600052,50.39199829,50.88199997,51.11399841,51.76200104,52.36000061,53.38199997,53.9620018,55,54.125,53.57899857,53.1269989,53,53.08599854,52.98500061,52.72000122,52.49700165,52.40999985,52.27500153
Curacao,CUW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.02099991,58.85499954,58.61299896,58.68600082,58.01699829,57.98500061,58.01699829,57.45500183,57.09000015,57.79600143,59.63899994,59.97299957,60.44200134,60.67499924,59.67399979,60.34999847,61.08000183,61.09500122,60.18600082,60.05400085,58.22700119,55.41899872,52.74200058,53.0719986,53.29600143,53.96900177,55.40399933,57.13000107,57.11100006
Czech Republic,CZE,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.87799835,59.34500122,58.70600128,58.90100098,58.93399811,58.67599869,57.91400146,56.91799927,55.44499969,54.85599899,54.9679985,55.43399811,54.89199829,54.27600098,54.7820015,55.07899857,55.72499847,55.91600037,54.69800186,54.10200119,54.31800079,54.56700134,55.22700119,55.80899811,56.61199951,57.76399994,58.70199966,58.79800034,58.5359993
Germany,DEU,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.4620018,55.27899933,53.85300064,53.42399979,53.4469986,52.85300064,52.41799927,52.44800186,53.16500092,53.47100067,53.46099854,52.95100021,52.24700165,51.41600037,51.93199921,52.81800079,54.06900024,54.75899887,54.76399994,55.30099869,56.52799988,56.76100159,57.16600037,57.36999893,57.49200058,57.99900055,58.38600159,58.54199982,58.625
Djibouti,DJI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,54.85900116,54.65999985,54.39300156,54.10100174,53.91400146,53.95100021,53.99399948,54.14099884,53.9469986,54.07300186,54.02600098,53.91899872,53.97999954,54.03900146,54.1590004,54.70700073,55.20399857,55.41999817,54.91799927,54.5340004,54.6629982,54.8409996,55.29100037,55.36800003,55.85400009,55.93700027,55.90499878,55.96900177,56.06700134
Dominica,DMA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,61.11299896,61.01800156,59.32899857,59.33000183,60.78099823,60.92300034,62.22600174,62.16400146,62.78300095,62.82500076,62.68299866,63.27199936,61.97999954,62.57699966,62.68000031,63.67399979,63.34500122,63.78300095,61.39799881,59.56299973,59.11399841,58.41999817,57.9640007,57.99499893,58.1969986,59.39400101,58.45899963,58.86299896,58.88199997
Dominican Republic,DOM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.2879982,52.38299942,52.36700058,52.36199951,52.36500168,52.4659996,52.58599854,52.83000183,52.85100174,52.95000076,52.52500153,52.90599823,52.79899979,53.17599869,53.19300079,54.90100098,54.9280014,55.51599884,53.03900146,54.6269989,56.19300079,55.79899979,55.7159996,56.48899841,58.71900177,59.25699997,60.23500061,60.30599976,60.36500168
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,35.28699875,33.66600037,33.06000137,32.54499817,30.67200089,32.07699966,33.23300171,32.31200027,31.39800072,30.60099983,31.48600006,31.92000008,32.70299911,35.15800095,36.04299927,37.20299911,36.45800018,37.41199875,37.8429985,38.14300156,38.27299881,38,39.39400101,37.27899933,36.81600189,37.18399811,36.40800095,36.29999924,36.10599899
East Asia & Pacific (excluding high income),EAP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,74.58854348,74.63202364,74.35398832,74.13512948,73.95467733,73.74410886,73.46540573,73.19399108,72.85055828,72.52813127,71.64618852,70.71670775,69.83637659,69.31539862,68.6706533,68.31493884,68.22491756,67.82934935,67.56568744,67.42041244,67.43671731,67.35743831,67.11104131,66.94093508,66.62381659,66.31133019,66.08109448,65.71631803,65.33479245
Early-demographic dividend,EAR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.95673193,56.98546283,56.70369528,56.7274287,56.37592548,56.33804988,56.3735236,56.3172312,56.18059208,55.97248085,55.86854167,55.59612589,55.61361597,55.91376394,55.94728652,55.81145602,55.7227574,55.43516824,54.93000643,54.70571647,54.37311677,54.07634615,53.9894384,53.98073476,53.94049713,53.93614066,54.10046115,54.068958,54.00380162
East Asia & Pacific,EAS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,72.77694466,72.82996493,72.55775493,72.38309876,72.23123333,72.06122338,71.84052715,71.43610467,71.08528951,70.83729843,70.03339018,69.18795145,68.40053388,67.98306081,67.45218462,67.16989968,67.13346877,66.7678898,66.42524766,66.29415244,66.32866595,66.26446741,66.08643227,65.98579934,65.73675584,65.50720536,65.35768126,65.03803246,64.6910891
Europe & Central Asia (excluding high income),ECA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.48896377,59.11364819,57.43027606,56.03091729,54.91310197,53.71115005,52.3502736,51.2183447,52.02137343,52.3831706,52.1158522,52.04723368,51.71025423,51.78301639,52.16486546,52.46462112,53.22547729,53.48779724,52.60315611,53.16915696,53.78517643,54.13624002,54.2995792,54.20311167,54.34069707,54.477587,54.71575388,54.59057469,54.23663952
Europe & Central Asia,ECS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,55.58552935,54.92836326,53.50203183,52.61824841,52.16969738,51.65267019,51.14806508,50.88023061,51.45459674,51.83098844,51.86415525,51.84120017,51.74818231,51.7533207,52.19206241,52.65331438,53.38125963,53.66688052,52.63696837,52.63940515,52.87809054,52.86912664,52.80302,52.95144479,53.26410303,53.65012016,54.06949407,54.18719075,54.05179159
